# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
44.8            	U               	(7.68009916e-03 -8.46421184e-03 -8.05991937e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21146723e+00 3.24896331e+00 8.52420031e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
44.85           	p               	-6.14701383e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72596187e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
44.85           	U               	(6.56046524e-03 -8.39571644e-03 -8.05831524e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21140092e+00 3.24884686e+00 8.52335132e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
44.9            	p               	-6.14645524e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72586620e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
44.9            	U               	(5.43951041e-03 -8.32449820e-03 -8.05653249e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21133510e+00 3.24873113e+00 8.52249824e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
44.95           	p               	-6.14595405e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72571223e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
44.95           	U               	(4.31710253e-03 -8.25053520e-03 -8.05458610e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21126981e+00 3.24861612e+00 8.52177318e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45              	p               	-6.14556076e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72544704e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45              	U               	(3.19321203e-03 -8.17379349e-03 -8.05092068e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21120487e+00 3.24850170e+00 8.52128943e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.05           	p               	-6.14498219e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72536909e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.05           	U               	(2.06788589e-03 -8.09422428e-03 -8.04951867e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21114039e+00 3.24838790e+00 8.52038339e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.1            	p               	-6.14438424e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72533987e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.1            	U               	(9.41086884e-04 -8.01179025e-03 -8.04824000e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21107643e+00 3.24827484e+00 8.51943207e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.15           	p               	-6.14379329e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72529605e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.15           	U               	(-1.87348854e-04 -7.92647061e-03 -8.04657568e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21101289e+00 3.24816242e+00 8.51849295e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.2            	p               	-6.14325608e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72518579e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.2            	U               	(-1.31738316e-03 -7.83821829e-03 -8.04494041e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21094981e+00 3.24805061e+00 8.51767397e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.25           	p               	-6.14271165e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72510664e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.25           	U               	(-2.44912299e-03 -7.74700191e-03 -8.04311130e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21088716e+00 3.24793946e+00 8.51683697e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.3            	p               	-6.14220007e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72497427e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.3            	U               	(-3.58263420e-03 -7.65278567e-03 -8.04111749e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21082493e+00 3.24782888e+00 8.51607146e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.35           	p               	-6.14180150e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72474765e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.35           	U               	(-4.71805004e-03 -7.55554375e-03 -8.03771051e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21076306e+00 3.24771880e+00 8.51555986e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.4            	p               	-6.14123672e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72467663e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.4            	U               	(-5.85539203e-03 -7.45523227e-03 -8.03612715e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21070154e+00 3.24760929e+00 8.51467004e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.45           	p               	-6.14067221e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72462882e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.45           	U               	(-6.99462219e-03 -7.35180017e-03 -8.03473418e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21064049e+00 3.24750040e+00 8.51377945e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.5            	p               	-6.14009064e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72459911e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.5            	U               	(-8.13591546e-03 -7.24522535e-03 -8.03303133e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21057982e+00 3.24739205e+00 8.51284666e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.55           	p               	-6.13956110e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72449893e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.55           	U               	(-9.27920761e-03 -7.13545463e-03 -8.03141787e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21051953e+00 3.24728426e+00 8.51203074e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.6            	p               	-6.13899983e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72446987e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.6            	U               	(-1.04246875e-02 -7.02246599e-03 -8.02959928e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21045963e+00 3.24717703e+00 8.51114081e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.65           	p               	-6.13850504e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72433088e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.65           	U               	(-1.15722821e-02 -6.90620427e-03 -8.02767233e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21040008e+00 3.24707030e+00 8.51039963e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.7            	p               	-6.13796082e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72429174e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.7            	U               	(-1.27221756e-02 -6.78664661e-03 -8.02568672e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21034089e+00 3.24696411e+00 8.50954444e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.75           	p               	-6.13750813e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72411723e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.75           	U               	(-1.38743007e-02 -6.66373778e-03 -8.02345548e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21028202e+00 3.24685838e+00 8.50889506e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.8            	p               	-6.13695554e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72408652e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.8            	U               	(-1.50288501e-02 -6.53745673e-03 -8.02136266e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21022349e+00 3.24675317e+00 8.50801716e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.85           	p               	-6.13650023e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72392263e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.85           	U               	(-1.61857344e-02 -6.40774293e-03 -8.01921164e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21016527e+00 3.24664840e+00 8.50735859e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.9            	p               	-6.13594857e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72389578e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.9            	U               	(-1.73451430e-02 -6.27457435e-03 -8.01718809e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21010738e+00 3.24654413e+00 8.50647920e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
45.95           	p               	-6.13546861e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72375935e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
45.95           	U               	(-1.85069946e-02 -6.13789071e-03 -8.01520785e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.21004979e+00 3.24644032e+00 8.50576127e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46              	p               	-6.13492373e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72373808e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46              	U               	(-1.96714792e-02 -5.99766765e-03 -8.01328076e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20999254e+00 3.24633700e+00 8.50489428e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.05           	p               	-6.13443144e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72361745e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.05           	U               	(-2.08385329e-02 -5.85384727e-03 -8.01135192e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20993558e+00 3.24623412e+00 8.50414466e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.1            	p               	-6.13389053e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72359665e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.1            	U               	(-2.20083332e-02 -5.70640055e-03 -8.00944308e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20987895e+00 3.24613174e+00 8.50328359e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.15           	p               	-6.13339708e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72348389e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.15           	U               	(-2.31808254e-02 -5.55526876e-03 -8.00751367e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20982259e+00 3.24602978e+00 8.50252794e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.2            	p               	-6.13286018e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72346398e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.2            	U               	(-2.43561847e-02 -5.40041975e-03 -8.00558488e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20976657e+00 3.24592832e+00 8.50167274e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.25           	p               	-6.13236928e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72336153e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.25           	U               	(-2.55343803e-02 -5.24179535e-03 -8.00360885e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20971080e+00 3.24582728e+00 8.50091975e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.3            	p               	-6.13184360e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72332182e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.3            	U               	(-2.67155407e-02 -5.07935258e-03 -8.00166385e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20965536e+00 3.24572670e+00 8.50008649e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.35           	p               	-6.13135174e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72323192e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.35           	U               	(-2.78996957e-02 -4.91303810e-03 -7.99964921e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20960016e+00 3.24562656e+00 8.49932844e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.4            	p               	-6.13082785e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72319316e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.4            	U               	(-2.90869493e-02 -4.74280184e-03 -7.99764257e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20954524e+00 3.24552683e+00 8.49849550e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.45           	p               	-6.13035092e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72309362e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.45           	U               	(-3.02773551e-02 -4.56858611e-03 -7.99567395e-19)	(3.61459757e+01 7.94914262e-01 0.00000000e+00)	(1.20949063e+00 3.24542758e+00 8.49776916e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.5            	p               	-6.12982247e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72306828e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.5            	U               	(1.93173074e-02 -4.63902394e-03 -5.29386747e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20943628e+00 3.24532876e+00 8.49692287e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.55           	p               	-6.12933249e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72298645e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.55           	U               	(1.84250011e-02 -4.72472635e-03 -5.29257249e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20938218e+00 3.24523034e+00 8.49616247e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.6            	p               	-6.12881280e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72295110e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.6            	U               	(1.75325206e-02 -4.80935611e-03 -5.29131041e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20932832e+00 3.24513232e+00 8.49533301e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.65           	p               	-6.12832156e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72287136e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.65           	U               	(1.66398558e-02 -4.89289832e-03 -5.29012858e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20927476e+00 3.24503476e+00 8.49456755e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.7            	p               	-6.12779209e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72286654e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.7            	U               	(1.57468871e-02 -4.97536512e-03 -5.28889802e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20922145e+00 3.24493765e+00 8.49371357e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.75           	p               	-6.12730035e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72278330e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.75           	U               	(1.48537064e-02 -5.05672558e-03 -5.28769459e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20916836e+00 3.24484090e+00 8.49294292e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.8            	p               	-6.12677785e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72277674e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.8            	U               	(1.39601424e-02 -5.13699838e-03 -5.28646305e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20911555e+00 3.24474460e+00 8.49210180e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.85           	p               	-6.12630212e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72267993e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.85           	U               	(1.30662622e-02 -5.21615674e-03 -5.28518876e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20906295e+00 3.24464865e+00 8.49136462e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.9            	p               	-6.12578933e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72266693e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.9            	U               	(1.21718981e-02 -5.29421850e-03 -5.28390393e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20901061e+00 3.24455314e+00 8.49054256e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
46.95           	p               	-6.12532275e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72255881e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
46.95           	U               	(1.12771355e-02 -5.37115448e-03 -5.28254720e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20895843e+00 3.24445793e+00 8.48982256e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47              	p               	-6.12481523e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72254953e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
47              	U               	(1.03817367e-02 -5.44699139e-03 -5.28128138e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20890657e+00 3.24436320e+00 8.48901078e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47.05           	p               	-6.12435116e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72243762e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
47.05           	U               	(9.48582325e-03 -5.52169701e-03 -5.27988903e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20885482e+00 3.24426873e+00 8.48829328e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47.1            	p               	-6.12384509e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72243111e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
47.1            	U               	(8.58911085e-03 -5.59530555e-03 -5.27859775e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20880339e+00 3.24417474e+00 8.48748212e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47.15           	p               	-6.12337892e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72232407e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
47.15           	U               	(7.69168244e-03 -5.66779226e-03 -5.27720185e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20875207e+00 3.24408100e+00 8.48675724e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47.2            	p               	-6.12286947e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72232464e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
47.2            	U               	(6.79319372e-03 -5.73920540e-03 -5.27579198e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20870101e+00 3.24398767e+00 8.48593500e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47.25           	p               	-6.12241061e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72221372e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
47.25           	U               	(5.89347278e-03 -5.80956620e-03 -5.27444811e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20865020e+00 3.24389472e+00 8.48522644e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47.3            	p               	-6.12190266e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72220531e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
47.3            	U               	(4.99184694e-03 -5.87899937e-03 -5.27278331e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20859955e+00 3.24380208e+00 8.48440391e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47.35           	p               	-6.12136954e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72221316e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
47.35           	U               	(4.09213360e-03 -5.94670650e-03 -5.27273947e-19)	(3.78715041e+01 1.08356138e+00 0.00000000e+00)	(1.20854920e+00 3.24370986e+00 8.48352383e-19)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
47.4            	p               	-6.12071946e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.72234975e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
